audiocap_id,youtube_id,start_time,caption
1307,-Uu-nbxVnZ8,17,Sirens as emergency fire vehicles drive off
23758,9GPzCR3rZfk,10,Mechanical humming with the buzzing of insects
27044,AqmBuaRwjWs,6,Distant speech and clanking
59241,V-ISahNGhGA,10,A toilet flushes and water drains
50793,PEEAl9laoUg,5,Wind blows into a microphone
50798,PEHAfU3S00Q,30,A lady talks and then runs a sewing machine fast
92141,rnAc1NQQZn0,21,Car engines idle then rev up a few times
32542,DiNYpErDAXo,30,A door creaking twice
8330,2KyEcufnhJY,30,"A loud motor run, a woman speaks"
9900,2zHJeuPebs0,29,An engine is revved while a vehicle idles
56432,T2u9DTvXMNg,9,Vibrations with some bangs and rustling
9909,2zXK2awwCWs,16,Water running with kids talking in the background then louder water splashes
22408,8bH69OoqJJM,20,A small baby is laughing and dog barks
22404,8b991IjYgAs,19,A vehicle is beeping
22401,8b64eo5MBKA,40,An animal snoring and breathing loudly
22400,8b5VG6ky_Wo,10,A person snores and moans and a man and woman laugh
3661,0Si7cl_Bjc4,18,"People laughing, car backfiring, engine revving"
3663,0Sl1GxVkKbQ,30,Water sloshing loudly
3662,0SjvusZqA3w,0,A single cat meows
21833,8JwgcxTDHCY,30,An engine is idling roughly and a man speaks briefly
3668,0Sq8ge7D4wU,3,Male owner laughing and calling for his cat who is crying and meowing
21837,8K0bg2Hb-UU,3,A cuckoo clock is going off and a child laughs
24804,9pBkYsPSzIU,30,Low frequency of something being sprayed and continuous beeping in the background
56295,SxaOZqEWXhg,20,Someone is typing fast and beeps happen
101670,z9ExK6iKGEA,30,A woman speaking and a pig oinking
57743,TxLzR1KJorI,30,Wind and water rushing
3591,0Qu0UcUQhdw,4,Sound of very faint water dripping in an outside like environment
3595,0Qz-u7zUCsU,20,A loud engine roaring
3599,0R1fT3JV2Yw,15,Horse neighs in open field
70273,bhTJkhi9bjM,11,"People scream in the distance as water splashes, after which people talk nearby"
60152,Vb9krAYFfWE,30,"A very close train engine with cars races by and leaves, all the while blowing the steam whistle"
36731,GC8M9fTNAAc,7,A dog growls continuously
53918,RLSo3FU3ZSA,16,"A vehicle honks horn outside, and a woman talks"
42487,JqFmTe2uZ7c,9,Rustling and birds chirping with light wind
49179,OAxTKRVNBDA,0,Humming and rustling with car horns and wind blowing
27862,BGU5NaMoqAY,30,"Rustling noise, blowing and children talking"
27864,BGW8KlyHGSs,30,"Birds are cooing and calling, and an adult male speaks"
27865,BGWlqfVlMwA,0,A woman speaking with murmuring in the background
27868,BGgRAwDSIaw,0,An engine accelerating with intermittent tapping
40826,IlzSBZtOnp4,10,"A song plays briefly, followed by an emergency vehicle siren blowing and a large motor vehicle engine running"
92454,s1szx3qv84E,10,A bell is ringing
33760,EPZ6tp4Ffxg,0,Male whistling loudly
18528,6iZ5R_J9wKI,30,A toilet is flushed
18526,6iYqlk1NcfY,17,A man speaks with some electrical humming
18521,6iK8csUljY8,30,Toilet is being flushed by water
18520,6iEfvMYrJ08,30,"An adult male speaks, two blasts occur, and a vehicle motor runs"
15178,5CQ20DDqMak,30,"Underwater sound, then a man speaks"
39510,HvrrI-FWN1w,10,Man softly snoring
78153,hQdjxS8EEV4,10,A motorcycle engine revving several times at different intensities
78159,hQo9f2BjCPE,0,Water splashing and running with male speech and some clanking
31723,DJGNT1RChJw,10,A railroad train is sounding the horn while passing by as people are talking
34001,EXeBDj6PKVo,25,Birds chirp and something gets thrown around
34006,EXr-HeaKURY,15,A cat meows with the faint sounds in the background.
76001,ft4RG1BLPgI,10,A man talks as birds sing and water moves and the wind blows
68538,aRg5sgH4Moo,30,Thunder roaring followed by gusts of wind blowing and a Geiger counter clicking
84984,mQx3XQQCFi4,5,A young kid yelling followed by a woman speaking before a vehicle accelerates and drives by
4239,0gFMr6JXl_w,0,A bell ringing
4236,0gDGp8_jbXs,30,An engine thrums
80367,j1MAk_sUJpI,20,A smaller engine hums along methodically with a little wind in the background
35355,FMF59m2yF64,10,A bird sings and vocalizes followed by a man talking and clicking
58670,UadAst44OOM,0,A cat meows twice
46574,MWNDYWA6ZWc,0,A woman speaks while ducks quack
87865,o_OQS6l2yk0,0,"A toilet flushes, a woman speaks with thundering sounds in the background, and a man speaks"
23415,95cG5lR0m1s,15,"An accelerating automobile produces a strong whooshing, buzzing noise"
23414,95_2dx_W7d4,2,An engine hums and a siren sounds as a firetruck speeds into the distance
23417,95eYuga9Ddg,22,Water gurgling and flowing
23416,95drPSGbM0Y,30,Music accompanies the wind and waves
23412,95Z6hMGuWRA,27,A man speaking followed by hollow thumps and traffic passing by
23418,95lPgGeMSW4,0,A helicopter is making noise
76919,gXt0u16Y6ZY,23,The wind blows as ocean waves travel through water
43469,KVA1R_-oi2k,0,A person talks followed by a loud burst and then cheering from a crowd
74513,emiP8pnuhwA,6,Sirens ring and engines hum
10319,38j8HLWZAZY,20,Man speaks followed by woman and small child
7296,1vCkY8cNLGc,30,A loud motorboat speeds down the water
7298,1vEjPObCs-c,6,A cat meows continuously
10311,38YoEKN88gM,0,A winged insect is buzzing around
10316,38hzB8xmsiQ,29,People are talking and traffic is passing by
10317,38ifl-DBpBQ,15,Male laughing as young child cries
6297,1WdU_zDRBJA,10,A door creaks and then closes
6292,1WVuvMIKi7o,50,A dog howls while another dog barks in the background
86806,nkOXb95N0LU,20,"A motorcycle moves by quickly and loudly, followed by another motorcycle, after which another motorcycle approaches"
86802,nkFMcjk04aI,0,Multiple people laughing
86801,nkFCTUxfgjc,0,Water gurgling sounds with an engine idling
57885,U2L5rNykrrc,10,Humming of an idling engine
53505,R3C_yXPrwrE,30,Wind blowing and water splashing as an engine hums and people speak and laugh
38444,HFw2Hvzv2_Y,0,"While adults and children talk and shout, metal scraping and splashing in a large volume of water occur, followed by an adult male speaking briefly"
38445,HFzP_6K2ReI,0,A male makes noise followed by a mechanical beep
878,-K89LwrlmC4,22,"A vehicle motor runs and then stops, then a man speaks"
877,-K7wCAdBEIo,30,Women screaming followed by laughing
4596,0pog2KWcd9c,10,Water flushing down the toilet
4597,0puCcQWkqXA,16,A horse is trotting and a woman is speaking
4598,0puGHUeQmac,14,A vehicle passes quickly and wind blows
78751,hrP48zzdJMo,20,A baby crying and cooing
80898,jRG_05uKguQ,30,Someone hammers metal as a vehicle passes
80895,jR8hvWb8sSk,4,A vehicle honks the horn as the engine is idling
80892,jQrQE788mXQ,30,A gun is shot several times
80891,jQms7rpmnpE,30,Wheels spin close by followed by a boy speaking
5200,14_s6lcqHz8,12,A tool motor is running and hissing is occurring
5203,14chjsta_bM,0,Sound of a large motorcycle muffler and distant whistle
5202,14bOftaEQ1A,30,Two items scraping against each other
5966,1Nl3caLibno,15,Engine running and revving
66658,_6lNEJKNGF0,0,An aircraft makes loud whirring sounds
14347,4pzh6I_zUG0,29,Artillery fire followed by applause
14348,4pzoUVvYdLc,6,Something beeps and explodes
17924,6Rp0ZSkNq_E,0,"A man narrates, rain drops fall and thunder claps"
17929,6Rugd7NtOQg,30,"People in a crowd are talking, a loud bang occurs, and the crowd shouts and claps"
45923,M4IZMxdLrbQ,30,"A hand-held air horn blows randomly as an adult female laugh, and an adult male speaks briefly"
44037,KqS0z3v8spg,30,A dog barking while a man speaking in the background
44032,KqG_gxzItqE,0,Rustling with oinking of a pig
93650,swSsnPz9-vg,10,Beeping bleeps and computerized speech
95595,uRDr6fH2zQc,24,Humming of an engine with a voice speaking over a telephone
28931,BnhMwLbFba8,16,"A motor vehicle engine is running and then idles, and another motor vehicle passes and fades"
8138,2GkZcQN3jwo,30,Electrical hum with the small trickle of water
8139,2GkkKiI6Tbk,18,Horse snorting while walking
6909,1knxbrHS1xI,0,Beeping followed by silence
99972,xnbA99FThDw,23,Music plays as an insect buzzes
60192,VcD4ezit_sM,0,A beep sounds several times
7733,262GzD1UBz4,15,Car passes by as people are talking
7731,26-HMlPhve4,20,A toilet flushing
7730,26-4lq2K_NA,30,A low level hum and rhythmic vibration
7736,269Bvs-xdgY,0,A baby is crying
69640,bDqiTqTABUk,0,A vehicle engine starting then revving
19191,71kwSrYq0kM,30,A large explosion then someone speaks and rain falls
19192,71nJRdVUl-s,30,Static continues while a dog whimpers then barks
19195,71qlPAaEjlw,18,Loud motor sound
82790,knAIlmSG_mI,30,A car engine revving a few times
82799,knSSH1CrUCQ,30,A woman talks and a telephone rings
65613,ZP0u9dVSDgs,18,A lady says a word and then there are the sounds of thumps and thuds and a man groans
13773,4aqp2zlwNK8,30,People speak while a dog whimpers
13779,4b6-LN_x4xk,12,Loud mechanical sound followed by trickling water
81440,jodMA4Ae9IE,10,Owl screeching
5785,1JETt0_nq3s,30,"A man and woman talking, then a small engine starts"
5787,1JJz47-SbAc,0,A beep is heard
5780,1J4Rl7r4pbc,30,A sewing machine is being used
5789,1JKgoZCSnBY,30,Speech followed by laughter and burping
60396,Vm1xUCd_Rok,26,People laugh and an explosion occurs
60395,Vm0e9-iCOMM,30,Several frogs croak
94249,tPAjdoDN7RE,30,A man talks while a pig oinks
19226,72YUpgaqGuA,15,Birds quacking followed by clicking and clacking of items
19224,72Wy3DyRweM,30,Loud motor running in low frequency with wind blowing
19221,72Umw-u_0so,21,A dog barks very loudly and quickly
11433,3bFMKj16lfI,0,"A bus engine hums, a very musical horn"
11430,3b23umXzPVA,30,Water running and a spark
11431,3bCT3YxZfAY,0,A ringing chime
11434,3bGquCfTjYs,8,Whooshing sounds followed by groaning heard
17100,647-aQBqBxA,30,People are communicating while a dog is barking among them
17104,64CDu_Mjf1s,0,An eruption followed by a burp
17106,64EcdCriKFU,15,Small dogs bark and howl
17107,64F-lV1LRiM,12,"Large mechanical humming, people speak and walk"
959,-MFIdiRELg8,30,Cars passing by and birds chirping
950,-M68wvSUSJU,30,Animal noises with man speaking in foreground
952,-M9pYoMpqtg,0,Baby sneezing followed by adult speaking quickly
95751,uZgCjeSnK1s,20,The wind is loud and a high pitched motor squeal rattles
64250,YRlZQ7FlxZ4,20,A toilet flushes loudly nearby
64254,YRuh4nUe-DY,0,A car horn beeps loudly while a woman giggles then a man yells angrily
95592,uQtWLaRSsHw,30,A man yells comically as beeps sound and people laugh in the audience
16858,5xLIpKIgRvc,28,A dog barking and growling while another dog barks further away
95596,uREJNYW9Zgc,20,A helicopter hovers outside nearby as wind blows by
12164,3u5k5Zg6ujI,10,Drilling noise ending with a click followed by drilling noise
12168,3u7OpDAZItk,30,A car drives and the engine loudly hums
59891,VRJDIjMtYos,20,A loud vehicle siren starts to diminish in the distance
59893,VRPWwfBWnXQ,0,A vehicle engine is idling followed by an engine accelerating
10453,3CHor3uzS00,30,Ducks quacking and water splashing
10451,3CGX0eh1VjU,11,An engine is idling then is revved up
10450,3CGHvxFDc3Q,30,Water is running and a toilet flushes
10456,3CPtQbjDEfM,30,Water is gently splashing and people are conversing and a child laughs and screams
10455,3CI_8mRIp-A,25,A vehicle engine is on and driving away
21763,8HWM37_SG9g,30,A person is snoring peacefully
8901,2_9UtSV9F9I,0,Engine running continuously
8903,2_Fl6KD9xZQ,30,A cat is meowing
26931,AndUvROzwJA,20,A man speaking followed by a loud explosion and cheers
49901,OfPyR3WdeFQ,0,Continuous baaing with some rustling
68734,aaA4Yys7dJk,14,Something hits something hard and then people giggle a lot
68730,aa1ss4PNNgA,25,Frogs purr nearby as birds chirp in the background
67709,_rq_dX_kPow,0,"A young girl talking and making oinks, followed by a girl laughing"
24276,9XMiErXBR8M,30,A child giving a speech with rain falling in the distance
24272,9X89A9fxDuc,12,Some light knocking and footsteps
24273,9XAvzOnkZhM,0,A toilet is flushed
2824,07-nCLcGhhw,30,A mans voice briefly speaks with an engine roving lightly in the background
2821,06seVx9COw8,3,Cat caterwauling
2823,06y7-Z9GzN8,30,A motor vehicle is running and a hissing sound occurs
58413,UPPFF8NLU18,0,Music plays followed by a faint buzz and frog croaks
58417,UPWHIHxhhnM,30,Someone sprays with a compressor
101676,z9WHMx78BSc,30,A series of some artillery fire one after another
72019,cysTMjnXOjM,1,An explosion happens nearby
1401,-X9krcjmxTY,24,Beep sound followed by a sound of a wind
1406,-XGsWplBxsk,14,A car is driving by loudly followed by a man talking
1405,-XGBhI_4oAo,10,Engine sound of a speedboat and laughter
692,-FmniYuIbMc,12,A gas engine is running
55660,SWIny3cKHrg,18,A car engine idles and a car door opens
77229,gk_v72V0wSs,16,Frogs croaking near and far
690,-Fid6wTPBzU,17,A motor vehicle or car passing by
50918,PJjz0dUp3ew,0,Increasingly high ringing followed by an explosion
85746,my_swjYzhFM,24,A heavy rain and wind blowing
91629,rPzuaaVePHQ,13,A man speaks on a loudspeaker
47688,NE4oYpKmbeI,30,A train engine hissing then running on tracks
98215,wSYhF1yOEaI,10,Orchestral music and a large firework firing.
55396,SKJSnlxLNqg,18,A loud humming occurs
51434,PcfJSjWmMl8,7,An infant crying and a dog whimpering
22300,8YvCmJZmD8k,0,A sewing machine operates
22304,8Z33vS-Xe6o,10,"An emergency vehicle siren blows, motor vehicle engines are operating, and then a deep tone occurs"
22309,8ZCbU1zLJuI,30,A man speaking and a cat meowing
46736,Mb7a8p-5lRM,4,A horn blows then people laugh
60734,W-NXVXk1g6c,30,A person types on a computer keyboard slowly
98033,wJbieaxf45U,30,A siren sounds out as a motorcycle passes
34308,Ei6PtiM5djk,26,Male murmuring with and engine buzzing in the background and light wind
78888,hxjDyLm9V4o,9,Wind blowing heavily on a microphone with bells clanging followed by sheep speaking then a man and woman talking
65938,ZaZf5uArwZg,30,A person belches loudly multiple times
74284,ebwqk3wufy0,40,A kid cries and someone tries to calm him down
74280,ebq8ROjY1FM,30,Hiss and then loud baby laughter and woman giggling
74281,ebtSmeZIWas,30,Stepping and whooshing noise
32355,DcS2Dn1hW_Y,7,A door bangs close followed by a hum and a click then doors open
32356,DcSEKAGluuc,0,An engine running with murmuring
102204,zb4GdT0vMzI,20,A young girl laughs as fabric flaps and water splatters faintly in the background
75486,fVLVrc430pw,6,"A kitten meows, a woman laughs and talks"
63830,YBlAZq0x5lE,6,A coo coo clock whistles and dings
63837,YCEmnqw5oi0,10,A woman speaks followed by a splash and a pop
3415,0MQ4dQ5TkOk,7,Birds chirping and wind
3413,0MPpy15_9R4,20,A vehicle idles
3410,0MGzTdcPIPI,16,A vehicle door beeping and then sliding closed
3419,0MUsjC-M_YI,21,Dogs barking outside with human owners laughing in background
4863,0wJHJ0EXe58,13,Female sings while cat meows
4866,0wOcBa3auXM,30,Vehicle driving on the road
14100,4jjFVDErj1k,1,"An emergency vehicle siren goes off, then people are talking"
14105,4jqM8eIKRyI,30,A vehicle engine roars
14107,4ju9kv13pbU,21,"A woman speaks, a dog pants and breathes, a door closes twice"
14109,4k-chH4cd00,30,"Water splashes, people laugh"
14108,4jzTuNjiZaI,30,A woman getting on to a dog
71673,cjbXsLm4Ymg,30,A clock works while a bell rings
58348,UN-k_rdBncY,30,A high pitched fast squeal continues as a few soft footsteps tap on something hard
102612,zuVpEaw2qyM,30,A woman speaks with some faint oinks of a pig
36506,G3LHsl9i09M,10,"A large vehicle motor is running and accelerating, tires are squealing, and an adult male shout in the background"
102616,zufZi5EcKcM,11,"A large motor vehicle engine is running, accelerating and laboring, tires spin, and a small crowd of mostly adult males are clapping, shouting and speaking"
102615,zueo3te1cwo,0,Humming and sputtering from an engine with people speaking faintly
95425,uIk-yrWhbaY,0,Loud snoring is followed by male laughter
38072,H1fmtuAc8qU,12,"A burst, popping noise outdoors"
83226,l7WNlspBjaI,0,A dog barks then a car horn honks and a man speaks
34903,F33wCgerRxo,0,Wind blows and water slaps speedboat
30681,Cjdp-jfJE9o,10,Vibrations and hissing as a woman speaks followed by a small burst
34905,F396x6sHAd0,20,Baby crying in an electronic filter
40028,IGm1v8xgPo8,10,People talk and shout nearby as horses gallop by and a man talks loudly in the distance
40027,IGkAWzvhxaE,14,Loud screaming and talking with children screaming
47552,N8ODwPWak3Y,19,An emergency siren going off while multiple vehicles drive by
47553,N8OJF68DTqY,26,"While a dc motor is running and buzzing, rhythmic clattering occurs, followed by a squeal, a slight whistle, a whoosh, and a hiss"
78058,hLjnJyM09b0,30,Camera muffling as water gurgles and splashes during audio static hissing
60169,VbagmK24etk,16,A baby cries and someone laughs
39306,HnvyvFwcTkw,3,Some people speak and sheep bleat and metal is clanked
87551,oK6GUqYtNlY,0,A drill spins nearby multiple times at increasing speed
39303,HnddIeTRU8c,0,Some rotations machine works
60163,VbTzMg3_q2Q,30,People speaking with an animal chattering
88352,owEd5mXylzQ,0,A door closes by sliding
88356,oweB1v9uB2Y,0,"A telephone rings and is dialed, followed by speech"
80256,iwjEpdPds0A,30,A vehicle engine decelerates slowly
47026,MmS9c2_Jnbo,20,A baby sighs and snores
36627,G8A-zYpLKKU,30,People talking and laughing with an engine noise in the background
80252,iwKW9WiQlLA,4,"A person talks as pots and pans clang, followed by speech"
100506,yDRhzbWzikY,30,Frogs vocalize and crickets sing
100507,yDUloBYJvgU,20,An insect flies around then music plays
47088,Mp8K38-PIeI,0,Whooshing sound with a soft voice talking
80258,iwj_PQPral0,0,Snoring followed by a sigh
4009,0aPFrq0f8MM,29,Gasoline engine revving with high pitch squeal
4003,0aKA9QpHmtc,9,People speaking over shoveling
4006,0aLZz5eR2Cc,17,Small bursts of popping sounds
19423,78ER5FzxYdQ,30,Birds singing outdoors
19422,78E6E9fpPfI,40,People talking in the background than a toilet flush
19425,78IC4r1bpw0,17,"Women chant, incidental music is played, something breaks"
19426,78IkjShKSuY,30,Bells are chiming and a door is closed
82421,kY0vgVGZpiA,10,Distant chirping and whistling with sheep bleating and wind blowing
59919,VSS2HtsvyhA,20,Lots of rustling a car engine tries to turn over and a man starts to talk
80408,j2wVwm9I91o,6,A man speaking together with rattling and whistling
17478,6Dkj4QCNW1o,2,A woman gives a speech
17471,6D_IrsSAmKw,1,A spraying noise
17477,6DkTcr6iLfA,1,"An engine rumbling as it idles, people speak"
13368,4R_O_91iEUc,30,Loud vibrations from a motor
13360,4RPPYhS4C5Y,30,An engine is idling then revs up
13362,4RR1Eo_uLO0,30,Rustling noise of engine and low revving sound
13363,4RSl-TuNevg,0,Train horn coming from the distance getting closer
13364,4RU8_lp0Z2E,0,Farting noise followed by a woman and child laughing and talking
80228,iv6zG2m9mn0,30,A male speech followed by cheering from an audience
42072,J_SjegBllb8,2,"A large cat and a small cat meow, a cow moos, and a group of people laugh"
20169,7UnshAoF-cE,13,An engine is idling and revving up then idling again
20160,7UUYtJUfmyw,0,Horses trot past as an adult male speaks
20162,7Ue76pgrPHY,30,Dogs bark and squeal as children speak and men talk in the background
38124,H3eDXCB738A,20,A bell softly chiming then ringing
6311,1X5JrJwNOZw,30,Horse clopping
6319,1XI9L2NLA6M,3,Running vehicle and revving engine
70263,bgscR_Jgu7Y,10,"A man snores, breathes hard and grunts"
10129,34-2hx_R-uM,18,"Water is rushing and splashing on a surface, and an adult male speaks, with people speaking in the background"
10128,33zYhd6b12A,15,A person speaks followed by a car horn
10126,33vMKs1A3Wg,0,Waves roll as wind blows
10125,33uhg5I7568,19,People are talking and laughing as a large dog whimpers
80916,jRoMnsAMwD4,30,Loud snoring is occurring
1647,-cbYvBBXE6A,12,A fire truck is ringing its siren and driving down a busy city street
1640,-cRPbLrJUNE,16,Man is speaking and dog barks
1649,-cghzpVtc4Y,30,"A person screaming, a child yelling, and another child laughing"
84218,lrmnIajwsjM,30,An idling engine is revved followed by people speaking
91762,rWm2PgAQE7E,16,A guys speak and then a loud car horn blares
84216,lrjEgnKvD_Y,0,Engine idling and then revving up
29948,CKYjf68ucaU,30,A boat engine runs steadily and wind blows
23108,8wxKQco8QEk,12,A woman is speaking
5437,1AT75FT99Vs,12,"A clock ticks, people speak"
28010,BLWG9YbYq1w,30,A man saws a piece of wood
5438,1ATOT2TZ5Gg,18,"Birds are cooing and chirping, the wind is blowing, and people are speaking in the background"
94857,tt__J4LocHY,30,A motorcycle decelerates and then turns off
23106,8wwK1DZHXZg,30,"Snoring is occurring, and an adult female speaks"
8581,2RMKXpm98-4,30,A man and a woman are talking as a dog whimpers. Then someone begins narrating
8585,2RSp9viPcv8,30,An adult female speaks and a bird tweets and chirps
89568,poo0WZI_ERw,20,A dog growling and grass rustling as another dog barks in the background
48974,O2Y2vAn5juI,30,Squeaky snoring sounds
48976,O2gs8SKzDZw,21,"An adult female shouts twice in the background, and a boat motor runs and vibrates in the foreground"
41004,ItVK0mSWRSY,30,An adult talking in high-pitched voice while an infant cries wildly
357,-82O6FyjRgk,30,Children are talking and shouting sound of moving water
7505,201slB_vr_k,0,People are talking and dribbling a ball
7507,208AIzj7RDU,30,Wind is heard followed by an engine revving
352,-7zHKtKmHNw,28,A woman speaks followed by a dog happily barking and moving around
351,-7xDzCwyAco,30,A person sleeping is snoring with a squeaky noise
96543,vD1ilwwR0PU,19,Rattling with distant rustling followed by a burst and two men speaking
10952,3PF0j2RRLyk,30,Rustling and cracking with a large engine revving in the distance
10954,3PIRZToys4s,4,Water splashing and a yell from under water
16466,5lQ0a0D82Nc,26,A dog's high pitched bark over an adult woman and an adult man speaking
16469,5lTa_i1NCDw,10,"A baby is crying, and an adult male is speaking in the background"
61982,Wt7zQ9_QUik,0,A muffled aircraft engine running as a group of people talk in the distance followed by a vehicle horn honking
16729,5tMJjYEcsBY,30,"Goats bleating, a dog barking, and a man briefly talking"
2253,-t-G59h6XK8,20,A camera taking photos
2251,-sxwmvdgmWs,21,Dogs are barking
2250,-swxQcnLK4c,8,Engine revving dramatically
46258,MJEjBU0ZRyU,0,A horse walking and people talking
22916,8qiyXKVX7H0,0,"Woman talking, sewing machine starts, woman laughing"
22915,8qiPHeB41Xo,30,"Dog barking, some sort of engine"
22914,8qfusQ4_TMU,6,A vehicle starter being turned on and the vehicle starting then idling
2784,05T-qaB-bI0,30,Two dogs growling and barking at something
2787,05WMSAdLpOo,30,A vehicle engine running followed by a man talking
2786,05VttD3fhfE,30,Engine idling while a person speaks in the background
56932,TPB3N43fLV4,50,Some liquid flows
94033,tF7AQXq5T1Y,20,Light audio static and a series of snoring
2789,05Z4emmS7IE,0,The sound of a motor vehicle being revved and idled nearby
94037,tFIdIDTDa4k,30,A man speaking followed by crinkling and more speech
11607,3fgAg2PTqKM,30,Hissing sound as a man gives a speech
11600,3faRdcvQG4c,0,A phone rings twice
11603,3fdw7WJRVQc,19,"A cat is meowing, a young person speaks, and scraping occurs"
102450,zmbdaPySvzQ,0,A car accelerating in the distance then driving by while revving loudly
102452,zmfzwobRKMM,20,Water splashes and children speak
102456,zmu2QNPUtRU,50,A series of gunshots as a young kid talking while a man is singing in the background
31044,CwUJfioWON4,10,Race cars approach and then rush by loudly
17735,6MBc6UrEv5Y,0,Shuffling then toilet flush
17734,6M6bhcnYLLk,0,A dog panting and a woman speaking
68380,aK1R-v_eiZ8,0,A wind blows strongly followed by an explosion and people shouting
17739,6MMb24V1N84,23,"A young child is talking meanwhile two men are conversing with one another, wind is gusting in the background"
17738,6MJvwfDGiKA,30,"A person speaks and another laughs, then a cat meows"
60634,VwBBYG9MdbM,12,"A car horn honks several times very loudly nearby, and a vehicle rushes by"
9794,2wMe-L2hHD8,26,A heavy engine idles while a man is talking
9798,2wP62zl_O4o,30,Multiple dogs bark and growl as each other
51671,PnDOLkSyCgY,20,Pigeons are cooing while people are talking in the background
54765,RvLYezb1Ds4,10,A person snores nearby loudly several times as rain falls in the distance
20403,7agSWyMWVyQ,30,A man is speaking and wind lightly blows
20401,7acrbfNmzRU,9,A powerful motorcycle passes
20409,7ascird7VhM,30,A dog pants as a man is talking
100030,xqWzA7JlLxw,10,A person rubs an object against a hard surface
67000,_MO99_1tjbs,4,Cough followed by a spray
99455,xOGYTS5okHQ,0,A person whistles a tune
99452,xOBVrKZ6-wo,10,A loud spray sound is followed by two dogs that began a series of loud barking while low voice people are talking
20453,7bukMSWJe2U,30,An engine at idle
78299,hXb9o05kU_c,30,Clapping from a crowd as a man speaks over a loudspeaker
29002,Bpz-bIC9fiA,25,A vehicle engine revving followed by a vehicle driving and accelerating
29004,BqA6jeltH6Q,10,Consistent snoring
91788,rY5CYg43nfo,50,"A small motor grows louder, then fades as birds squawk in the distance"
79652,iUln7Ww0D3g,0,"Woman says a word and a man talks, loads a machine gun and fires"
72601,dOJWBgQw8VE,2,Water running followed by a toilet flushing
26765,AitTLbJrsPM,23,"Laughter followed by a man singing, a baby crying and more laughter."
26766,AiuUf0XBgCE,23,An engine idling then revving
26760,AikWNnB_x7g,30,Mechanical humming with some faint short sprays
67914,a05LLUrzs1s,29,A baby loudly crying with people talking
77389,gr2OWYJMZko,30,People talk and ducks quack
24404,9abufT4q4OA,28,"Men speak as dishes clink and water runs, in the foreground a woman laughs and a man speaks"
24402,9aWNT8_dcWU,30,Rain is falling and thunder is rumbling
471,-AY_lZLYJR8,8,A vehicle is idling
61511,WY8BiK_oWUQ,10,Rustling together with chirping and buzzing in the background
61514,WYDPKMC05is,10,A sewing machine operating and hissing
35785,FcD3ukcMbCc,5,Insects buzz followed by splashing water
35788,FcJcvDcHry8,30,Bells chiming a song
3998,0aGA6Xdx-B0,17,City traffic sounds
3991,0aBJ8fes6eI,30,A man is giving a fast talking speech as other voices are mumbling away
73267,dqs_3XhK7yA,5,A buzzing and quacking noises
84109,lmr6HQl5z7w,10,Loud humming with people speaking
73268,dqt3SQ0OBqo,30,A soft whirring sound
23842,9IqR8jFgqGE,30,A sewing machine is slowly then quickly sewing stitches followed by a muffled voice in the background
23843,9Iq_ak1M5Eg,0,Wooden flute music
23848,9IwWPr69QkU,30,Very loud engine being started up
23849,9Iwzb21FwRk,30,A car horn playing a melody with people speaking in the background
27174,AvEyT-RkJOc,30,A siren roars and a woman speaks
27175,AvFbMuL_qN8,0,A loud horn honking with a male voice saying a couple of indistinguishable words
27172,AvCN00txvJw,26,"A woman speaking followed by clanking, barking and laughter"
51601,PkC0OMmGSr8,27,"In a quiet environment, sizzling and crackling occur"
32782,DqPhCzpx0xY,20,An emergency vehicle siren wailing
51605,PkD59ZVgWKc,10,Soft and slow snoring
36202,Ft7rdgppEMg,0,Microphone playing baby noises
36203,FtAaGph9EtI,30,An engine revs multiple times
25449,A7WLvCF8Ibw,29,A swishing sound with man talking followed by a splat sound
36205,FtBmvlLNmd8,16,Men speak with humming and clip clops of horses
74126,eVKwBFqxX7s,10,Water splashing continuously
75830,fkoDqYFJzrA,0,Swishing sound
94838,tsZivyPeRpI,30,A soft spraying sound
81549,jtYRotmPtBY,40,A variety of loud burps
98262,wU_rTjnQr5c,30,Bells ring followed by ticking
39698,I2EAD7YYpE4,30,Water sloshing and being poured within a hard basin
101839,zHYvmn5cpjA,30,A motorcycle engine running idle before revving several times
101836,zHOqrJuRTIQ,30,Hissing with some rustling
33077,E0YNn9KS9i0,30,A camera shuffles then something falls on a hard surface
18858,6t4SYwZCbuQ,25,A cat meows and purrs
18856,6t1VTVHPuZk,40,A cat meows and something falls to the floor as a man laughs
41236,J2C_-t7MP_I,11,Two man talks and then a burst happens
28102,BOLQSTk5t5g,0,A muffled thumping followed by several footsteps running on foliage as plastic and metal rustle
40183,INCk4Bd2msc,0,Rubbing with tricking water splashing
40189,INM0ZzRNKTM,25,"A motor makes a noise, followed by a man speaking as rain falls"
94900,tw9b4lEiZHE,30,Water is pouring and splashing with people speaking in the background
3206,0H49qM6CFHA,7,An engine rumbling and taking off with men talking in the background
3205,0H2Z7gTksRg,29,A dog is howling and a young male speaks
3200,0GzDmD6HeF8,20,A low growl of a cat followed by a higher pitched meow
3208,0H886ArR4l4,20,"A baby speaks, an adult male speaks, and sizzling is heard"
3858,0Xrg64OjC5o,30,A dog barks as a group of women are having a conversation
86691,neH6NGCJql8,17,"A car revving its engine loudly, followed by a man talking"
555,-CgCr8Eknm0,14,Multiple people are talking loudly as their speech is muffled.
